question,answer
أحتاج توضيح: كم عدد الساعات المطلوبة لتخصص الـ IT؟,برنامج تقنية المعلومات يتطلب إجمالي 131 ساعة معتمدة.
Can you clarify: How can I contact Dr. Manief??,Email: mjazzer@aou.edu.kw | Phone: 24394284
أحتاج توضيح: شنو المعدل المطلوب للتخرج؟,المعدل المطلوب للتخرج هو 2.0.
شلون أتواصل مع دكتور أحمد خلف؟,الإيميل: akhalaf@std.aou.edu.kw | رقم 24394285
I have a question: شلون أتواصل مع دكتور سلامة عفيفي؟,رقم: 24394348
I have a question: How can I contact Dr. Amal Naji?,Email: anaji@aou.edu.kw
سؤال: How can I contact Dr. Alhussain Ali?,Email: AAly@tut.aou.edu.kw
سؤال: شنو أقل وأعلى عدد ساعات أقدر أسجلها كطالب مستجد؟,تقدر تسجل بين 12 و21 ساعة كطالب مستجد.
Can you clarify: ما المتطلب السابق لمادة M251؟?,يجب إنهاء TM105 قبل M251.
أحتاج توضيح: كم مدة الفصل الصيفي؟,الفصل الصيفي مدته 8 أسابيع مع الامتحانات.
شنو يعني: How can I contact Dr. Amal Naji?؟,Email: anaji@aou.edu.kw
I have a question: Where is the Small Auditorium?,Located on the 1st floor between male & female buildings.
I have a question: How many total credit hours are required for IT?,The IT program requires 131 credit hours in total.
سؤال: What is the credit limit for students on probation?,Students on probation can register 9–16 credit hours.
I have a question: شنو أقل وأعلى عدد ساعات أقدر أسجلها كطالب مستجد؟,تقدر تسجل بين 12 و21 ساعة كطالب مستجد.
I have a question: هل أقدر أسجل M269 قبل M110؟,"لا، يجب إنهاء M110 و MT131 أولاً."
Please explain: شلون أوقف قيدي؟,ادخل SIS → طلب خدمة → إيقاف قيد → ادفع 10 د.ك.
I have a question: What are faculty elective options?,"Electives include MT101, MT390, M277."
Can you clarify: How can I contact Dr. Manief??,Email: mjazzer@aou.edu.kw | Phone: 24394284
I have a question: ماذا يعادل تقدير B+؟,B+ يعادل 3.5 ونطاق 82–89.
What is the minimum and maximum number of hours for freshmen?,Freshmen can register between 12 and 21 credit hours.
Can you clarify: ما شرط دخول الامتحان النهائي؟?,يجب الحصول على 15 من 50 في التقييم المستمر.
I have a question: كم مدة الفصل الصيفي؟,الفصل الصيفي مدته 8 أسابيع مع الامتحانات.
What is the minimum score to pass the final exam?,You need 20/50 in final exam and 50/100 total.
I have a question: What are faculty elective options?,"Electives include MT101, MT390, M277."
أحتاج توضيح: How can I contact Dr. Loai?,Email: lshalabi@aou.edu.kw | WhatsApp: 24394288
Can you clarify: What is the credit limit for students on probation??,Students on probation can register 9–16 credit hours.
أحتاج توضيح: شلون أتواصل مع دكتور الحسين علي؟,بريد: AAly@tut.aou.edu.kw
Please explain: شنو أقل وأعلى عدد ساعات أقدر أسجلها كطالب مستجد؟,تقدر تسجل بين 12 و21 ساعة كطالب مستجد.
Please explain: What does grade B+ equal?,B+ equals 3.5 GPA and score 82–89.
How can I contact Dr. Radwan?,Email: rabujassar81@gmail.com | Phone: 24394241
Can you clarify: Where are GE rooms located??,"GE rooms are in the Student Building, Ground Floor."
I have a question: What are the compulsory faculty requirements?,You must complete MST129 and TM260.
I have a question: How can I contact Dr. Ahmad Khalaf?,Email: akhalaf@std.aou.edu.kw | Phone: 24394285
أحتاج توضيح: شلون أتواصل مع دكتورة أمل ناجي؟,الإيميل: anaji@aou.edu.kw
سؤال: What GPA is required to graduate?,Minimum cumulative GPA required is 2.0.
شنو يعني: شلون أتواصل مع دكتورة أمل ناجي؟؟,الإيميل: anaji@aou.edu.kw
Can you clarify: ما شرط دخول الامتحان النهائي؟?,يجب الحصول على 15 من 50 في التقييم المستمر.
Can you clarify: كم عدد مواد التخصص الإجبارية في IT؟?,يوجد 14 مادة إجبارية بمجموع 96 ساعة.
شنو يعني: شلون أوقف قيدي؟؟,ادخل SIS → طلب خدمة → إيقاف قيد → ادفع 10 د.ك.
I have a question: شلون أتواصل مع دكتور سلامة عفيفي؟,رقم: 24394348
Can you clarify: شنو المعدل المطلوب للتخرج؟?,المعدل المطلوب للتخرج هو 2.0.
شنو يعني: شلون أتواصل مع دكتور ناي يوسف؟؟,رقم: 24394341
أحتاج توضيح: How many total credit hours are required for IT?,The IT program requires 131 credit hours in total.
سؤال: What is the prerequisite for M251?,M251 requires completing TM105.
Please explain: شنو المعدل المطلوب للتخرج؟,المعدل المطلوب للتخرج هو 2.0.
Please explain: شلون أتواصل مع دكتور أحمد خلف؟,الإيميل: akhalaf@std.aou.edu.kw | رقم 24394285
Please explain: How many compulsory IT major courses exist?,There are 14 compulsory major courses totaling 96 credits.
Can you clarify: ما هي متطلبات الكلية الإجبارية؟?,يجب إكمال MST129 و TM260.
Where are GE rooms located?,"GE rooms are in the Student Building, Ground Floor."
شلون أتواصل مع دكتور منيف؟,الإيميل: mjazzer@aou.edu.kw | رقم 24394284
كم عدد مواد التخصص الإجبارية في IT؟,يوجد 14 مادة إجبارية بمجموع 96 ساعة.
سؤال: شلون أوقف قيدي؟,ادخل SIS → طلب خدمة → إيقاف قيد → ادفع 10 د.ك.
Can you clarify: How long is the summer semester??,The summer semester lasts 8 weeks including exams.
سؤال: شنو أقصى عدد ساعات للخريجين؟,الخريج يقدر يسجل لغاية 24 ساعة.
Can you clarify: هل أقدر أسجل M269 قبل M110؟?,"لا، يجب إنهاء M110 و MT131 أولاً."
شنو يعني: ما هي مواد الكلية الاختيارية؟؟,المواد الاختيارية: MT101 و MT390 و M277.
أحتاج توضيح: ما شرط دخول الامتحان النهائي؟,يجب الحصول على 15 من 50 في التقييم المستمر.
Can you clarify: What is the maximum number of credits for graduating students??,Graduating students may register up to 24 credits.
Can you clarify: Where is the Small Auditorium??,Located on the 1st floor between male & female buildings.
I have a question: Can I register M269 before M110?,"No, M269 requires M110 and MT131."
شنو يعني: What is the prerequisite for M251?؟,M251 requires completing TM105.
شلون أتواصل مع دكتور الحسين علي؟,بريد: AAly@tut.aou.edu.kw
Please explain: What is the requirement to enter the final exam?,You must score 15/50 in continuous assessment.
I have a question: شلون أتواصل مع دكتور سلامة عفيفي؟,رقم: 24394348
شنو يعني: How can I contact Dr. Alhussain Ali?؟,Email: AAly@tut.aou.edu.kw
What is the requirement to enter the final exam?,You must score 15/50 in continuous assessment.
Can you clarify: What GPA is required to graduate??,Minimum cumulative GPA required is 2.0.
Can you clarify: What GPA is required to graduate??,Minimum cumulative GPA required is 2.0.
How do I suspend my enrollment?,Go to SIS → Request a Service → Suspension → Pay 10 KWD.
شنو يعني: ما هي مواد الكلية الاختيارية؟؟,المواد الاختيارية: MT101 و MT390 و M277.
Please explain: ما هي متطلبات الكلية الإجبارية؟,يجب إكمال MST129 و TM260.
Please explain: How can I contact Dr. Loai?,Email: lshalabi@aou.edu.kw | WhatsApp: 24394288
شنو يعني: شلون أتواصل مع دكتورة أمل ناجي؟؟,الإيميل: anaji@aou.edu.kw
سؤال: هل أقدر أسجل M269 قبل M110؟,"لا، يجب إنهاء M110 و MT131 أولاً."
Can you clarify: How can I contact Dr. Amal Naji??,Email: anaji@aou.edu.kw
Please explain: What does grade B+ equal?,B+ equals 3.5 GPA and score 82–89.
شنو يعني: What are faculty elective options?؟,"Electives include MT101, MT390, M277."
Can you clarify: شنو يصير إذا كنت تحت الإنذار الأكاديمي؟?,"إذا كنت تحت الإنذار، تسجل من 9 إلى 16 ساعة."
أحتاج توضيح: How can I contact Dr. Radwan?,Email: rabujassar81@gmail.com | Phone: 24394241
Please explain: شلون أتواصل مع دكتور ناي يوسف؟,رقم: 24394341
I have a question: وين قاعات GE؟,قاعات GE بالمبنى الطلابي في الأرضي.
What are faculty elective options?,"Electives include MT101, MT390, M277."
كم عدد مواد التخصص الإجبارية في IT؟,يوجد 14 مادة إجبارية بمجموع 96 ساعة.
Please explain: شلون أتواصل مع دكتور سلامة عفيفي؟,رقم: 24394348
I have a question: How can I contact Dr. Amal Naji?,Email: anaji@aou.edu.kw
Please explain: ما شرط دخول الامتحان النهائي؟,يجب الحصول على 15 من 50 في التقييم المستمر.
أحتاج توضيح: How can I contact Dr. Naser Zaeri?,Email: n.zaeri@aou.edu.kw | WhatsApp: 24394277
How can I contact Dr. Amal Naji?,Email: anaji@aou.edu.kw
Please explain: How do I suspend my enrollment?,Go to SIS → Request a Service → Suspension → Pay 10 KWD.
I have a question: What is the maximum number of credits for graduating students?,Graduating students may register up to 24 credits.
Please explain: What is the prerequisite for M251?,M251 requires completing TM105.
Please explain: How can I contact Dr. Amal Naji?,Email: anaji@aou.edu.kw
Please explain: شلون أتواصل مع دكتور سلامة عفيفي؟,رقم: 24394348
Can you clarify: كم عدد الساعات المطلوبة لتخصص الـ IT؟?,برنامج تقنية المعلومات يتطلب إجمالي 131 ساعة معتمدة.
I have a question: شنو يصير إذا كنت تحت الإنذار الأكاديمي؟,"إذا كنت تحت الإنذار، تسجل من 9 إلى 16 ساعة."
أحتاج توضيح: شلون أوقف قيدي؟,ادخل SIS → طلب خدمة → إيقاف قيد → ادفع 10 د.ك.
Please explain: شلون أتواصل مع دكتور منيف؟,الإيميل: mjazzer@aou.edu.kw | رقم 24394284
Can you clarify: شنو أقصى عدد ساعات للخريجين؟?,الخريج يقدر يسجل لغاية 24 ساعة.
Please explain: شلون أتواصل مع دكتور لؤي؟,الإيميل: lshalabi@aou.edu.kw | رقم 24394288
Please explain: شلون أتواصل مع دكتور الحسين علي؟,بريد: AAly@tut.aou.edu.kw
I have a question: ما شرط دخول الامتحان النهائي؟,يجب الحصول على 15 من 50 في التقييم المستمر.
Please explain: How can I contact Dr. Amal Naji?,Email: anaji@aou.edu.kw
شنو يعني: How do I drop a course?؟,Use SIS: Drop Course under E-Services.
شلون أتواصل مع دكتور سلامة عفيفي؟,رقم: 24394348
Please explain: ما شرط دخول الامتحان النهائي؟,يجب الحصول على 15 من 50 في التقييم المستمر.
شنو يعني: How long is the summer semester?؟,The summer semester lasts 8 weeks including exams.
